gene,mito,n_cells,highly_variable,means,dispersions,dispersions_norm
PITPNM3,False,187,False,1.3753918714026905,2.6279299368232483,1.2824144
SPAG5,False,187,False,3.056205099025904,2.291950225424408,-0.057235166
AC132938.6,False,187,False,0.9803862816156343,1.6955417858759716,1.2372307
RNF213,False,187,False,4.376878511825873,4.311272970619542,0.851077
CTNS,False,187,False,2.636263335983305,1.6720739441221415,-0.6718736
ANKFY1,False,187,False,2.848162046546945,1.7546578646600972,-0.5899875
TSR1,False,187,False,3.125940779460182,1.8066513267390183,-0.8933796
AC025682.2,False,187,False,0.7376846081155397,-0.305908022426825,-1.0318971
RPS7P1,False,187,False,2.7227003919554806,3.0479551085425207,0.6923816
KDM4D,False,187,False,0.6690787142703591,-0.3839024419974725,-1.1203226
KCNQ1,False,187,False,2.4822139040237006,3.2649911603758826,1.089138
PHLDA2,False,187,False,3.786789275319616,4.613732274615914,1.6848333
SIAE,False,187,False,2.9662853479024536,3.125047143663472,0.76882225
MAP3K11,False,187,False,3.8614449595815485,2.920403484700381,-0.14900509
DNAJC4,False,187,False,3.9298338870960907,2.481054769791205,-0.6248102
CCDC34,False,187,False,2.819571284086629,2.24720876936213,-0.10159857
DDB1,False,187,False,4.696962644046561,2.926065563143678,-1.1922802
SLC35F2,False,187,False,2.2747695578169904,1.7650461345712467,-0.29171875
FUNDC2,False,187,False,4.697707992530702,4.795749553770783,0.7742085
DKC1,False,187,False,3.880802803822346,2.6008199651612465,-0.4951071
RBM10,False,187,False,3.508596477204822,1.8239119164824595,-0.8756661
AC005052.2,False,187,False,0.18951207479045845,-1.954151472429167,-1.9526979
EOLA2,False,187,False,3.2465741416720846,2.641201308740631,-0.03693098
RADX,False,187,False,1.110794299009017,2.708240723156361,1.3625194
PRPS1,False,187,False,3.2570217621004685,1.753892340504659,-0.947523
DUSP14,False,187,False,3.036589579177065,2.564585815257472,0.2130967
TTYH2,False,187,False,2.4490265974598375,3.9539524950036538,1.7233993
CDK5RAP3,False,187,False,4.788304330569407,4.061019158086952,0.0014366945
AC129492.3,False,187,False,2.2649470509037073,1.8030484209076512,-0.25673366
CYGB,False,187,False,2.8679979104497244,4.2449949285548305,1.8793067
CNP,False,187,False,4.242946345954404,3.8862611946096846,0.39345703
MYBBP1A,False,187,False,3.3953582292735383,2.7094466240029327,0.0331051
TMEM199,False,187,False,2.747054920571716,0.8066667639208145,-1.5299683
PHF12,False,187,False,3.2551736133740294,1.7233457902249931,-0.9788711
MIR497HG,False,187,False,1.5966110741591488,2.9511460272556906,1.0888865
ANKRD13B,False,187,False,2.4350132626668235,2.620476398024093,0.4957946
SLC47A1,False,187,True,2.2094972233788814,5.30104366993621,2.9635382
DOC2B,False,187,False,1.809908452656407,3.8917203065833945,1.9650543
AC005837.1,False,187,False,0.4586794805670148,0.1403788577653483,0.64147466
AC006449.7,False,187,False,0.8733432174486108,-0.25123137435980347,-0.9699078
HSD17B1,False,187,False,1.7264389952189438,2.888415360172781,1.0304514
AC005562.1,False,187,False,2.0523918979209825,0.6729391468685227,-1.0333184
CENPX,False,187,False,4.843894311309245,4.808428379002867,0.7875438
NHS,False,187,False,1.1006914247124213,1.0027566415400182,-0.338594
PRKX,False,187,False,2.4663114519375116,2.209210699156747,0.11718136
LAGE3,False,187,False,3.614357050071186,3.3142185597786,0.2774881
MIR223HG,False,187,False,0.7594417500259304,1.1332342659378545,0.599719
ZBTB33,False,187,False,2.1819934157927166,1.0535448420441218,-0.9467304
INTS6L,False,187,False,1.7296331599341292,1.420833722703461,-0.33663645
TTC3P1,False,187,False,1.0480442144200308,0.8572405690079041,0.28681338
CENPI,False,187,False,1.2369913148725933,0.19261421329939485,-1.1466602
CA5BP1,False,187,False,3.096556741447263,1.7676112548547978,-0.9334441
ATP6AP1,False,187,False,4.9916765484504655,4.6231468915873695,0.5926691
MOSPD1,False,187,False,2.546207247811281,1.9736456328594418,-0.099681005
AATK,False,187,False,1.641072007109957,2.3299167414675983,0.5101964
FAM171A2,False,187,False,1.8239794641873686,2.565803283952976,0.72993046
XYLT2,False,187,False,2.8694903992581295,1.9968226734593943,-0.34986895
MAP3K3,False,187,False,2.848955487974864,2.3576625935526194,0.0079219425
SSH2,False,187,False,2.70552507610811,2.102419572410601,-0.24516432
RAB34,False,187,False,4.328756624529088,4.082423994255359,0.60467005
C1QBP,False,187,False,5.053129357878683,3.863253831904139,-0.6482399
CDC6,False,187,False,2.725160331490815,2.9593296409905268,0.604505
NME1-NME2,False,187,False,2.45069602010127,2.841511209046129,0.6992803
RSKR,False,187,False,2.250350633912173,1.7383357752672004,-0.31630844
SRSF1,False,187,False,4.570064931920193,2.9816838887527113,-1.1337823
AC138207.8,False,187,False,1.1518835256094662,1.5462778856969444,0.20353435
C17orf67,False,187,False,0.890551326754533,-0.23545419378426383,-0.9520205
RNFT1,False,187,False,2.8004120894988214,2.269922745069545,-0.07907652
TBCD,False,187,False,4.389406856375406,5.473467920960295,2.1024392
GPATCH8,False,187,False,2.82993011619876,1.4209048820727763,-0.9209203
AC080112.2,False,187,False,1.7793947490592656,1.307517680870269,-0.4421931
GDPD1,False,187,False,1.2578947099267155,1.3367662026115033,-0.0054404084
MTMR4,False,187,False,2.9309568676476263,2.1795187304071026,-0.16871664
AC234781.1,False,187,False,0.31641275739759833,-0.5859566803473443,-0.25812545
MAMLD1,False,187,False,1.6056134277492466,2.1523013908650035,0.3447434
ZNF674-AS1,False,187,False,1.295196893010111,0.17941996410396985,-1.1598207
SPIN4,False,187,False,1.8111634455724794,1.6871597192566523,-0.088547334
UBL4A,False,187,False,3.8185030500113375,2.4295263539100405,-0.6806144
AR,False,187,False,1.9562987677578203,3.654892106510722,1.744443
AL390879.1,False,187,False,1.074968515337336,0.47737424101665943,-0.86262995
TNRC6C-AS1,False,187,False,1.776872929625731,1.886798158282685,0.097420715
KANSL1,False,187,False,3.272035449862153,2.341448304112401,-0.34454954
AC011921.1,False,187,False,0.41780172575815194,-1.1667313809442525,-0.9774417
AC024361.1,False,187,False,0.5414387817164462,0.8740122433294711,1.5501134
TRPV1,False,187,False,1.4195827115422746,1.1586211405213565,-0.18312894
AC004687.1,False,187,False,1.978797607915925,4.735431425369116,2.7509916
CHRNB1,False,187,False,2.319096567564392,2.4768008545992912,0.3635262
BAIAP2,False,187,False,3.975067109559597,3.481489656279282,0.4586391
PDE6G,False,187,False,1.2619886504274367,2.4486577969662333,1.1036017
TACO1,False,187,False,3.197481784009953,1.7681145039682207,-0.93292767
PHB,False,187,False,5.481876692439943,5.7785199929461175,1.2160175
AOC2,False,187,True,0.8880300049533403,3.762643165479124,3.5807903
NPLOC4,False,187,False,3.886084166829571,2.576099597833019,-0.5218787
AC233968.1,False,187,False,0.8243290903133194,-0.6995711329455739,-1.4782094
SCIMP,False,187,False,1.5586264596999506,2.3738141578466663,1.0289499
TP53,False,187,False,3.7344461719922237,3.023050759659738,-0.03784031
AC132872.1,False,187,False,1.5250704564246995,1.0582499564360093,-0.28324288
UBTF,False,187,False,3.93909704755812,2.603250774451741,-0.49247462
MKS1,False,187,False,2.7329848127916887,1.6739697645461091,-0.6699938
FLII,False,187,False,4.949906100986,3.648946803822651,-0.4319711
PRPSAP1,False,187,False,3.993633250291917,2.9261196881019877,-0.14281456
ZNF280C,False,187,False,1.1523512048205442,0.4484077366647236,-0.8915222
MT-ATP8,True,187,False,9.032308926507708,8.765008068125399,-0.26545513
CCNQ,False,187,False,3.3977287359959134,2.3888371312030037,-0.2959172
NXT2,False,187,False,2.4747415722807347,2.4224341913622442,0.31347597
MTMR1,False,187,False,2.705040189097206,1.9868083293605736,-0.35979867
GLUD2,False,187,False,1.454220200304125,0.5645031857714264,-0.7757243
MORC4,False,187,False,2.6935752928212198,1.8564779881896776,-0.48902774
NHSL2,False,187,False,1.1866125209035883,1.663852780975339,0.32080793
PIGA,False,187,False,1.9902930257961338,1.7048502507738283,-0.07206818
PIM2,False,187,False,3.207753831481691,5.27469483607485,2.6656656
AC244197.3,False,187,False,2.029731982048172,2.9730725223676457,1.1093116
CXorf21,False,187,False,1.192433736779041,1.8679155416959907,0.5243477
CETN2,False,187,False,3.9678837254825416,3.2217223315221353,0.1773167
F8A1,False,187,False,3.8999735355844076,2.900959662392911,-0.17006233
PDK3,False,187,False,2.2664577055895725,1.8273792415694208,-0.23433457
DDX3X,False,187,False,4.415621602458491,2.6941733703103306,-0.8900914
GPC4,False,187,False,2.590068910581193,3.327385861146887,0.96945125
TIMM8A,False,187,False,2.1311299184501906,0.6285532665231662,-1.3379797
OVCA2,False,187,False,3.5882037463306466,2.032634553127997,-1.1104397
ZNF624,False,187,False,0.9966887412639793,0.03182119756251653,-0.6489992
CRK,False,187,False,3.2284983562736294,1.4966440790453108,-1.2115215
AURKB,False,187,False,3.3993123501197835,3.341047433165741,0.6812792
CCDC47,False,187,False,4.100469966500722,2.657943481018497,-0.929101
USP22,False,187,False,4.420607857286271,3.5523708071361186,0.033949535
LINC02210,False,187,False,2.5113454553120316,1.8011839113571964,-0.25845012
DBF4B,False,187,False,2.188875120823109,1.4150703268824372,-0.61390823
SEPTIN4-AS1,False,187,False,0.7059391216137338,0.14731900285625585,-0.5180545
ANKRD40,False,187,False,2.997051398057338,1.3965479534899583,-0.94507146
MRPL45P2,False,187,False,1.7195689505045137,0.35076770492436554,-1.3334289
RAB37,False,187,False,1.317626667266694,1.9333044236208712,0.58956903
EFCAB13,False,187,False,1.0594085795911365,0.4659276208996691,-0.15683454
IGFBP4,False,187,False,5.635728897358342,6.684430524891555,1.0797776
SPAG9,False,187,False,3.4169944611826626,2.8059728297439346,0.13216417
ZSWIM7,False,187,False,3.2009612318360183,2.1103880964555697,-0.5816728
NKAP,False,187,False,2.688427766651694,0.9798444185013861,-1.358254
PDHA1,False,187,False,4.638041723685012,3.603954506157155,-0.47929293
PORCN,False,187,False,2.8370088821603328,4.148187784920533,1.7833176
STS,False,187,False,1.9008166602128103,1.4080047654919972,-0.34858695
ARHGEF9,False,187,False,2.5626797404931416,3.0076275620339943,0.8522079
CCDC22,False,187,False,2.667994650578309,1.1437495209556736,-1.1957338
RAI2,False,187,False,2.2305930563590173,3.2016089950371622,1.0307882
MCTS1,False,187,False,3.911054348482297,2.45329428670871,-0.65487427
ALG13,False,187,False,3.6570986732305135,2.1185258065269905,-1.0174212
VAMP2,False,187,False,4.08347417361721,3.3154695077047673,-0.22112755
TSPOAP1,False,187,False,2.596685414743382,3.3325467628726586,0.9745685
RAB40B,False,187,False,3.0373781679291008,3.223792921734401,0.8667336
MSI2,False,187,False,3.2260351847221598,2.687659440825809,0.010746219
TEX2,False,187,False,2.9186392819727938,2.3164931250656005,-0.03289965
AC138207.4,False,187,False,0.6794165578123432,-0.05977478054379871,-0.7528454
SGSH,False,187,False,3.37764543168332,2.527390314807975,-0.15372838
DGKE,False,187,False,1.2995157615452835,0.9342906061805244,-0.40688455
TBC1D3C,False,187,False,0.4384528559819693,-0.645677976523484,-0.33209303
HEXIM2,False,187,False,2.328552135565975,1.407545151184219,-0.6208359
EVI2B,False,187,False,3.0325165893781434,3.6963863101632204,1.3353337
ARL17A,False,187,False,1.8948269520003955,0.7410031540540418,-0.9699151
RNASEK,False,187,False,5.706521811639521,4.552415031289067,-0.7373916
NBR1,False,187,False,3.671236696539952,2.105930269067589,-1.031062
TWF1P1,False,187,False,1.1220227218455148,0.48049569922004337,-0.8595165
MIEN1,False,187,False,4.834343003814411,6.245133895057534,2.2986362
ACBD4,False,187,False,2.434075694506648,1.793581247651446,-0.26544917
ENGASE,False,187,False,3.3787948935452987,5.073054877375218,2.4587345
ABCB7,False,187,False,2.64969463656901,0.7723139150509805,-1.5640308
GK,False,187,False,2.265825488832946,1.8607726174170838,-0.20359246
CXCR3,False,187,False,1.5512532467257183,2.3075666206278886,0.9628721
FMR1,False,187,False,3.0078498756116514,2.0552774403990175,-0.29190812
SRPX,False,187,True,3.4692044404628857,5.696389815258747,3.0984259
GRIPAP1,False,187,False,3.4648200380950973,2.765737599078732,0.09087315
RAP2C,False,187,False,2.768873497487555,2.237586465305129,-0.111139566
USP9X,False,187,False,3.182329682936238,2.157643861095825,-0.533177
MRPL27,False,187,False,4.466120484238243,2.91222241888816,-0.655313
MMP28,False,187,False,2.4601873093416744,3.8199777703255062,1.6000615
AC015799.1,False,187,False,0.46465725867282565,1.872342006504582,2.786591
TRIM16,False,187,False,3.102923116384541,2.82785534120692,0.15462087
TMEM97,False,187,False,3.5510104717373774,3.3128814201013603,0.6523741
ALDH3A2,False,187,False,4.177674745801886,4.28301036147594,0.820646
ELAC2,False,187,False,3.6612194057812446,2.193091321056623,-0.9366684
SNX11,False,187,False,2.906425146653537,1.179614813599669,-1.1601715
HOXB5,False,187,False,1.843390848265556,2.7857589009156647,0.93482447
GHDC,False,187,False,3.126074149789892,1.9687374910192053,-0.7270403
SLFN12,False,187,False,1.7219344705181154,1.5139692673604832,-0.24987844
ZZEF1,False,187,False,2.5038916302130416,2.5739101762316117,0.4529255
NLK,False,187,False,2.4761484800945692,1.2901113768647583,-0.72894603
CCDC40,False,187,False,1.9648157871917593,2.0405589897383343,0.24065265
ALOX15B,False,187,True,2.500043166116848,5.309465533416664,2.9712913
MILR1,False,187,False,1.9977652804802497,2.3860240515335356,0.56246173
ARHGDIA,False,187,False,5.8808543269242985,4.565528744154117,-0.7262144
MSL1,False,187,False,3.881583637370908,2.989461047182993,-0.074217245
TAOK1,False,187,False,2.451698836300269,1.5688631944682103,-0.4723257
RPL23,False,187,False,7.2622322446429495,6.676516920731905,-0.1263407
RPL23A,False,187,False,6.968536590186257,5.914541192174043,-0.39690912
LINC01278,False,187,False,3.283882227170831,2.8151146626405517,0.14154588
PLP2,False,187,False,5.325621706711947,4.823693200550156,0.28662032
MT-ND5,True,187,False,8.600977087830918,7.631607704404877,-0.63773495
HAUS7,False,187,False,3.073853331027882,2.2119378551790576,-0.47745833
KDM6A,False,187,False,2.6711603121110667,1.3907930237807558,-0.95077777
TMEM187,False,187,False,2.5931523693668654,1.7325992199218436,-0.61185974
MIR503HG,False,187,False,1.9856419267253953,3.919519471779577,1.9909499
ZFX,False,187,False,2.452459138755508,1.4637273250459064,-0.5691143
FGF13,False,187,False,1.8785219594144456,2.726859191257532,0.8799579
JADE3,False,187,False,1.975795396018041,1.6003912061712757,-0.1693743
RAP2C-AS1,False,187,False,0.6430227382079021,-0.44295053701835996,-1.1872679
ZNF75D,False,187,False,1.7942046477830382,0.6048505558811813,-1.0967445
USP27X-AS1,False,187,False,0.6183969735902808,-0.19982121120465418,-0.9116219
ATG4A,False,187,False,2.3899818823025614,1.039566443185233,-0.95959896
SMIM10L2B,False,187,False,0.7010842271077076,1.7500119974883301,1.2989858
KLF8,False,187,False,1.477999405073721,1.8734765595737148,0.5298945
SLC9A6,False,187,False,1.94051761742049,1.317003660811429,-0.43335667
KDM5C,False,187,False,3.676907865737195,2.402079891278026,-0.7103383
RAI1,False,187,False,2.9691535714197634,2.55214360075197,0.20075962
MXRA7,False,187,False,4.681340314618034,5.265089922809667,1.2678494
RAMP2,False,187,False,3.759109489833977,4.077103437507146,1.103676
TMC8,False,187,False,2.3307595627114805,3.8826612240184275,1.6577682
MRPL45,False,187,False,3.7874496320248756,3.1035472343341377,0.04933563
GNA13,False,187,False,2.9982767417633913,1.7658685934654337,-0.5788715
COPRS,False,187,False,4.0796408037515555,2.7777069731225934,-0.8001489
RPL27,False,187,False,7.323743715985414,6.54356804921615,-0.2345218
ZNF232,False,187,False,2.133172407707337,1.1305790756451735,-0.87581223
CRLF3,False,187,False,2.084048579897544,0.9250905300309494,-1.064986
DBIL5P,False,187,False,0.4706865873115004,-0.4780573687874139,-0.12448718
AC005332.3,False,187,False,1.4087046283632063,1.1603981292680208,-0.18135649
SP2,False,187,False,2.8899469333195986,1.161065492525573,-1.1785641
NUP85,False,187,False,3.751309071773371,2.2656002585036306,-0.8581428
ZNF18,False,187,False,1.8278851997543868,0.7119791321216357,-0.9969517
AC022916.2,False,187,False,0.5391054687943544,-0.7425399242354045,-0.45206103
NLE1,False,187,False,2.722674550162129,1.840222109055848,-0.50514627
CMC4,False,187,False,2.685925187222556,1.9322311551577513,-0.41391468
IKBKGP1,False,187,False,2.9438207166436623,2.0956479471176994,-0.25187874
AL136169.1,False,187,False,0.5870154440172064,0.01560725685078414,-0.66738164
AMMECR1,False,187,False,1.7517503368083793,1.0481599807566921,-0.6837911
DLG3,False,187,False,2.8988460309870456,2.2488383887869285,-0.099982716
AL391280.2,False,187,False,0.9023972502893286,0.8630121030930317,0.2933568
PHKA1,False,187,False,1.7102334494547906,1.6508262126051076,-0.12239288
ARHGAP4,False,187,False,3.7367568116608907,4.547002089840308,1.612566
AIFM1,False,187,False,3.3750073524207145,2.184374612653122,-0.5057448
SLC25A5,False,187,False,5.934277039915732,4.67918561478112,-0.6293419
ST6GALNAC2,False,187,False,3.3054438335657275,4.628394217669696,2.0024061
AC046185.3,False,187,False,1.163384143461601,1.8984253148683239,0.5547793
KIAA0100,False,187,False,3.9807702893508408,2.683834780805119,-0.40520388
SUMO2,False,187,False,5.356338218796563,3.701106547037571,-0.8060688
SNORD3A,False,187,True,7.321280280892612,11.080085933076449,3.4568639
NSF,False,187,False,3.2361928188568174,2.1258119408775467,-0.5658442
NATD1,False,187,False,1.6813226112642017,0.8322103247986371,-0.88495344
CTC1,False,187,False,2.776164809824047,2.2305168386363747,-0.11814945
PSMC5,False,187,False,4.9932956384894895,4.873897021862162,0.8564021
RANGRF,False,187,False,3.264659478364276,1.9146415203634848,-0.78255576
PFAS,False,187,False,2.486390508342197,1.8025471729064566,-0.2571951
GJD3,False,187,True,1.4427555273691148,5.3256559339385365,3.9732268
NAT9,False,187,False,3.710124824386804,2.8346558065657965,-0.24186797
PPM1D,False,187,False,2.2155170644032847,1.8366509573759844,-0.22579898
HTATSF1,False,187,False,3.6340833874040164,2.417188652936785,-0.69397587
SMIM10L2A,False,187,False,1.0740518416883709,3.304657740403343,1.957408
DMD,False,187,False,2.11789172227019,3.0531998152564768,0.89416194
IDH3G,False,187,False,4.443494094730417,2.8699433888935046,-0.7008358
UBA1,False,187,False,5.105968237218981,3.794974065207638,-0.7147012
FUNDC1,False,187,False,2.8106356133519714,1.5964940564032386,-0.74681485
MAGED1,False,187,False,5.053819205086765,4.451522061157651,-0.07563888
COL4A5,False,187,False,2.335640661638491,3.0913530548228034,0.929286
FOXP3,False,187,False,1.3178913770326246,1.1949339949588405,-0.14690913
FLNA,False,187,False,6.519344844216467,7.497735610952894,1.4050999
MAGIX,False,187,False,2.055491830162395,1.9980230131315595,0.20102936
NONO,False,187,False,5.54926024320996,3.8010771237809076,-1.3777753
ZNF41,False,187,False,1.7980463149392294,0.1776905324052146,-1.4946545
AL592183.1,False,187,False,2.431806607426088,1.5316597876589868,-0.50657535
CENPV,False,187,False,3.3240330810611716,3.5804254628127254,0.9269385
AC116407.2,False,187,False,0.7997790417364748,0.4767575785004005,-0.14455616
SMCR8,False,187,False,2.1321701005413054,0.8922945873458725,-1.0951781
ACSF2,False,187,False,3.468557662883568,3.2529470396391282,0.590867
PIGW,False,187,False,1.9983997933558948,0.7489032812086475,-0.96255594
RARA-AS1,False,187,False,0.9300265650239716,-0.47400851213638895,-1.2224796
DHRS13,False,187,False,2.752068724448301,2.3843586309512657,0.0343924
AC087294.1,False,187,False,0.38163211807021513,0.35360876782557227,0.90556973
MAGED4B,False,187,False,2.3107028139109915,2.6328406051554056,0.5071772
PLXNB3,False,187,False,3.034369935361723,3.9213647077092486,1.558411
LAMP2,False,187,False,4.496710119567852,3.757448038916517,0.25476092
MT-CO3,True,187,False,9.627641269054939,8.427875446092514,-1.2326747
GPRASP2,False,187,False,1.7507106060082447,1.8054689916139666,0.021660622
MTCP1,False,187,False,0.9829315825270576,2.156926366001832,1.7603217
AMER1,False,187,False,1.0784454187560737,0.2919323929459914,-1.0475966
MSN,False,187,False,5.0010681285442535,4.666428984607711,0.6381922
NSDHL,False,187,False,3.2334654281208657,2.9731065623405306,0.3036835
PUDP,False,187,False,2.656113530191678,1.319957408182629,-1.0210148
ZNF449,False,187,False,1.4127981768113445,-0.08010903363455284,-1.4186846
TBC1D25,False,187,False,2.472665715485392,0.9909850234283403,-1.0043232
AC127496.7,False,187,False,0.6487703018748231,-0.24468687926338423,-0.96248806
UBE2Z,False,187,False,4.202232059980191,3.758672294073892,0.2560791
TMEM88,False,187,False,1.6223429008110823,3.2759551152956097,1.3914541
AC025048.2,False,187,False,0.8500154937000057,0.36768480863797565,-0.26821655
APPBP2,False,187,False,2.8391912285676315,2.253696070684174,-0.09516608
PRKCA,False,187,False,2.2101989157263318,3.6105979178920253,1.4073054
GSDMB,False,187,False,3.037748925336727,3.673142206840822,1.312286
RFLNB,False,187,False,2.3393338629761695,2.9586153162078896,0.80708694
GNGT2,False,187,False,1.1922955781545226,0.9882659174346973,-0.35304758
IFT20,False,187,False,3.635068374441805,2.07371197342165,-1.0659536
ABI3,False,187,False,2.4193349468007166,1.9295177030627761,-0.1403054
SHPK,False,187,False,2.1190050473352313,0.9360517259476586,-1.054895
KCNAB3,False,187,False,1.4883669363709948,2.419310187309654,1.0743293
TBKBP1,False,187,False,2.1381247254105498,2.4580435918045778,0.34625816
CHD3,False,187,False,4.124885041314632,3.6268742786152184,0.11416914
OGFOD3,False,187,False,3.2410160096844476,2.2156146324727426,-0.4736851
FZD2,False,187,False,1.9847591397579287,3.1525495418503433,1.2764988
LGALS3BP,False,187,False,6.23665544389203,5.928397108307818,0.117835745
FASN,False,187,False,5.193100701876355,5.721853477786619,1.1608601
WDR44,False,187,False,2.0095509820679767,0.7551212828601862,-0.95676374
ASB9,False,187,False,1.7135672472604693,1.8781049221678359,0.08932275
UXT,False,187,False,4.813536248912135,3.6343185444241635,-0.44735676
FAM122B,False,187,False,2.7947069118352075,1.7706961107039754,-0.57408476
TAF1,False,187,False,2.8402111332562163,1.4308035703342716,-0.9111053
SLC6A8,False,187,False,4.016923299453387,4.646596233038724,1.7204243
COX7B,False,187,False,5.30128850217268,4.748323043404817,0.21325748
CASKIN2,False,187,False,2.6199361114909467,1.9265184512876847,-0.41957912
MRM1,False,187,False,1.9627988492833819,1.0800871375058791,-0.6540502
HOXB2,False,187,False,3.228354942915631,4.2955004150121825,1.6607771
ALKBH5,False,187,False,3.4692507879796217,2.3861156881371337,-0.29871008
TUBD1,False,187,False,2.050297105487186,0.9920938835225757,-0.736018
AC134407.3,False,187,False,0.44576697474765237,0.006163330099682774,0.4752425
HEATR6,False,187,False,2.415522652129548,2.2074675666573067,0.115576625
AC116407.4,False,187,False,0.5988446884802184,0.26729620975793955,-0.38203132
GID4,False,187,False,1.9094411853225133,1.0542472804362244,-0.6781206
SMURF2,False,187,False,2.5101667160298695,1.3597892660088886,-0.6648002
FLCN,False,187,False,3.1406829052487697,3.171220634450736,0.5069961
NF1,False,187,False,2.7711364940828442,2.4017332886703073,0.05162025
TNFSF12,False,187,False,3.606391994504533,3.0638708435689277,0.006366957
TNFSF13,False,187,False,3.5233475540298045,3.16714672918439,0.5028153
STX8,False,187,False,3.710759428955653,2.4238231160428954,-0.6867909
PTGES3L,False,187,False,1.0923629260266472,1.6683740004164747,0.32531756
GGA3,False,187,False,3.6210488980700006,2.7925097917130963,-0.2875112
STAT3,False,187,False,4.281114053733748,3.196037513402001,-0.34972274
IKZF3,False,187,False,1.2887753008242855,2.965874374950335,1.6194928
MED9,False,187,False,2.438162117893514,1.063390870689736,-0.93766606
POLG2,False,187,False,2.2965822313353965,1.1875448997709783,-0.82336926
SLFN11,False,187,False,2.526833743723722,2.8290345422082694,0.68779427
CYB5D2,False,187,False,2.924140176116573,1.8999542242902068,-0.4459189
Z83745.1,False,187,False,1.041193055499314,0.6001433594330076,-0.004668533
PPP2R3B,False,187,True,3.1182202910895898,5.753801156016529,3.1573436
AL683813.2,False,187,False,0.651129858291813,0.30255839143157587,-0.34205312
MAFIP,False,187,False,1.713638216411931,1.9827439911716744,0.18679658
HDX,False,187,False,1.0859374154604515,0.21005981224726578,-1.1292593
TMEM47,False,187,False,2.473059460810564,4.1717798389439045,1.9239322
MT-RNR1,True,187,False,8.629727453291322,8.978961373070627,1.8204457
AL354822.1,False,187,False,1.0092016935671897,1.449358015651825,0.9581218
SH3KBP1,False,187,False,3.1543128128858804,2.611034886182594,-0.06788897
G6PD,False,187,False,4.351515277071309,4.844514795018628,1.4252307
SHROOM2,False,187,False,1.7125117937816163,1.990167809679033,0.19371206
MT-RNR2,True,187,False,9.46366945455564,8.646516274772907,-0.3353795
ZNF185,False,187,False,2.843152058278158,4.364403645248642,1.9977064
KANSL1-AS1,False,187,False,1.8959485149726671,2.210246912109827,0.39872107
SAMD14,False,187,False,1.5713415094102006,2.5271508559443507,0.6939248
LRRC37A4P,False,187,False,2.4299419794643993,2.9556000486731495,0.8043111
AC142472.1,False,187,False,0.5906442488821081,-0.9029926956109559,-1.7088369
SERPINF1,False,187,False,5.3952542332663525,6.103203607320302,1.5320538
AC015813.2,False,187,False,1.952364515512845,3.0855565457786667,1.2140932
TEFM,False,187,False,2.3455744394345857,0.6521567971660069,-1.3162502
TLCD3A,False,187,False,2.875919433246379,2.2705393275751105,-0.07846515
ARSG,False,187,False,1.8755085482603717,2.47531600448505,0.64563936
SLC25A10,False,187,False,3.549447410625907,3.010496320076708,0.34205437
TRIM65,False,187,False,2.675983571316795,1.4970585445618307,-0.84541017
AOC3,False,187,False,2.5704253843858718,4.417227421009211,2.0500839
ZNHIT3,False,187,False,3.6985952194339538,2.3016871005727775,-0.8190615
PRDX4,False,187,False,5.149471506449312,4.0648496291824605,-0.45201316
EOLA1,False,187,False,3.0274659887718363,2.4772932616262593,0.12654175
KLHL15,False,187,False,1.2370005537415965,0.2785325867405344,-1.0609621
ZFP92,False,187,False,0.5889438061435821,0.9977704487009461,0.446138
SNX12,False,187,False,3.5262499295365664,1.6243599642760687,-1.0804543
NDUFB11,False,187,False,4.424812062242633,2.7101510293754205,-0.8728879
TMEM106A,False,187,False,2.097414693813775,1.5309300597049895,-0.50724715
PSMC3IP,False,187,False,2.454732039634364,1.8293283255816066,-0.23254023
UBE2O,False,187,False,2.8108499616365323,1.7517465329984843,-0.5928742
AC018521.5,False,187,False,2.3510412971362076,1.9425344669848699,-0.1283221
AC091271.1,False,187,False,1.2648089171374142,1.8072633900364972,0.463851
SLC35B1,False,187,False,4.151092701835982,2.4231528330397527,-1.1819055
PSME3,False,187,False,4.134371538375599,2.1936725358193154,-1.4289923
PTRH2,False,187,False,3.793730989979976,2.9490457443574036,-0.11798614
ARHGAP23,False,187,False,2.837631922050887,3.2027044389351387,0.84582335
FGF11,False,187,False,2.1096148668452326,2.888661304715651,0.7426869
TOM1L2,False,187,False,3.1772253401007977,2.6783132308985373,0.0011547643
B9D1,False,187,False,2.9414526534022025,2.1777935063270704,-0.17042728
SCRN2,False,187,False,3.4404568647170204,2.6394376538731583,-0.03874091
CORO6,False,187,False,2.0008681250915936,3.80850714832539,1.8875393
SLC16A2,False,187,False,2.596605590298283,3.1672805084750313,0.81069875
HNRNPH2,False,187,False,3.841101384772614,2.018205907089525,-1.1260655
SMIM10,False,187,False,1.6046819348882337,2.20387848816178,0.39278874
LINC00894,False,187,False,1.6934491872697353,2.152589338702991,0.34501165
SPIN2B,False,187,False,2.1533342649977403,0.7951175729628813,-1.1846398
RBMX2,False,187,False,3.073719111641894,1.3462369698794097,-1.3658752
ARHGAP6,False,187,False,1.233755246613806,2.1056618975326318,0.7614848
USP51,False,187,False,0.9976897066642578,0.7561795800758305,0.17223628
ARRB2,False,187,True,3.9436659723300123,5.896401139406927,3.073936
ALDOC,False,187,False,3.790491560278788,5.418858587053213,2.5567677
